"Source location: ""WHO Mortality Database portal""",,,,,,,,
Indicator metadata: I11-I15,,,,,,,,
Country Code,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
USA,1956,Female,Age20_24,[20-24],27,0.68597561,,0.51049348
USA,1956,Female,Age25_29,[25-29],66,1.2450481,,1.12302195
USA,1956,Female,Age30_34,[30-34],207,2.62757045,,3.2977537
USA,1956,Female,Age35_39,[35-39],409,3.6602828,,6.70052425
USA,1956,Female,Age40_44,[40-44],779,4.77269942,,13.78273178
USA,1956,Female,Age45_49,[45-49],1264,5.5956439,,24.2796773
USA,1956,Female,Age50_54,[50-54],1900,6.53842183,,42.56272401
USA,1956,Female,Age55_59,[55-59],2866,7.21714386,,71.66791698
USA,1956,Female,Age60_64,[60-64],3826,7.21927656,,106.9611406
USA,1956,Female,Age65_69,[65-69],5485,7.66639644,,181.6826764
USA,1956,Female,Age70_74,[70-74],6898,8.12313055,,303.3421284
USA,1956,Female,Age75_79,[75-79],7742,8.51639588,,536.1495845
USA,1956,Female,Age80_84,[80-84],7176,8.50922544,,878.3353733
USA,1956,Female,Age85_over,[85+],6714,7.65450959,,1428.510638
USA,1956,Female,Age_unknown,[Unknown],37,9.84042553,,
USA,1957,All,Age_all,[All],83500,5.11288766,48.16209537,49.01068844
USA,1957,All,Age00,[0],0,0,,0
USA,1957,All,Age01_04,[1-4],3,0.01745404,,0.019516
USA,1957,All,Age05_09,[5-9],4,0.04553216,,0.02280632
USA,1957,All,Age10_14,[10-14],10,0.14090461,,0.0667735
USA,1957,All,Age15_19,[15-19],14,0.12060648,,0.12080421
USA,1957,All,Age20_24,[20-24],56,0.41392564,,0.55096419
USA,1957,All,Age25_29,[25-29],165,1.08132905,,1.45438519
USA,1957,All,Age30_34,[30-34],397,1.92065796,,3.26265615
USA,1957,All,Age35_39,[35-39],920,3.16216402,,7.57825371
USA,1957,All,Age40_44,[40-44],1606,3.75698879,,14.27555556
USA,1957,All,Age45_49,[45-49],2652,4.24782163,,25.39013882
USA,1957,All,Age50_54,[50-54],4084,4.71044163,,45.11710119
USA,1957,All,Age55_59,[55-59],5773,5.05640612,,72.49780234
USA,1957,All,Age60_64,[60-64],7992,5.24333758,,114.0248252
USA,1957,All,Age65_69,[65-69],11030,5.72332918,,186.6012519
USA,1957,All,Age70_74,[70-74],12908,6.17073252,,294.165907
USA,1957,All,Age75_79,[75-79],13263,6.60613245,,482.993445
USA,1957,All,Age80_84,[80-84],11731,6.8533405,,794.2450914
USA,1957,All,Age85_over,[85+],10826,6.58303588,,1302.76775
USA,1957,All,Age_unknown,[Unknown],66,6.37065637,,
USA,1957,Male,Age_all,[All],37708,4.0514522,47.11432932,44.89368288
USA,1957,Male,Age00,[0],0,0,,0
USA,1957,Male,Age01_04,[1-4],1,0.01068034,,0.01278609
USA,1957,Male,Age05_09,[5-9],1,0.01929757,,0.01120448
USA,1957,Male,Age10_14,[10-14],5,0.11106175,,0.06559097
USA,1957,Male,Age15_19,[15-19],10,0.12394646,,0.17325017
USA,1957,Male,Age20_24,[20-24],28,0.29399412,,0.57377049
USA,1957,Male,Age25_29,[25-29],79,0.80317202,,1.41984184
USA,1957,Male,Age30_34,[30-34],197,1.5848753,,3.31426649
USA,1957,Male,Age35_39,[35-39],442,2.54916662,,7.45865677
USA,1957,Male,Age40_44,[40-44],813,3.09054968,,14.70960738
USA,1957,Male,Age45_49,[45-49],1347,3.43727672,,26.15026209
USA,1957,Male,Age50_54,[50-54],2107,3.76889366,,47.05225547
USA,1957,Male,Age55_59,[55-59],2983,4.04348474,,76.27205318
USA,1957,Male,Age60_64,[60-64],4073,4.18400156,,120.4673174
USA,1957,Male,Age65_69,[65-69],5437,4.61270892,,193.8324421
USA,1957,Male,Age70_74,[70-74],5991,4.97574831,,293.5325821
USA,1957,Male,Age75_79,[75-79],5566,5.24238742,,448.5092667
USA,1957,Male,Age80_84,[80-84],4599,5.56328402,,731.1605723
USA,1957,Male,Age85_over,[85+],3995,5.71964437,,1185.459941
USA,1957,Male,Age_unknown,[Unknown],34,5.32915361,,
USA,1957,Female,Age_all,[All],45792,6.51936219,48.78065201,53.01411255
USA,1957,Female,Age00,[0],0,0,,0
USA,1957,Female,Age01_04,[1-4],2,0.02555911,,0.02648656
USA,1957,Female,Age05_09,[5-9],3,0.08326395,,0.03482703
USA,1957,Female,Age10_14,[10-14],5,0.19267823,,0.06799946
USA,1957,Female,Age15_19,[15-19],4,0.11299435,,0.06876397
USA,1957,Female,Age20_24,[20-24],28,0.69912609,,0.52990159
USA,1957,Female,Age25_29,[25-29],86,1.5858381,,1.4876319
USA,1957,Female,Age30_34,[30-34],200,2.42718447,,3.21336761
USA,1957,Female,Age35_39,[35-39],478,4.06635474,,7.69230769
USA,1957,Female,Age40_44,[40-44],793,4.82330758,,13.85636904
USA,1957,Female,Age45_49,[45-49],1305,5.61435209,,24.65054779
USA,1957,Female,Age50_54,[50-54],1977,6.41966489,,43.22256231
USA,1957,Female,Age55_59,[55-59],2790,6.90611154,,68.85488648
USA,1957,Female,Age60_64,[60-64],3919,7.11575125,,108.0209482
USA,1957,Female,Age65_69,[65-69],5593,7.47227789,,180.0708307
USA,1957,Female,Age70_74,[70-74],6917,7.79143247,,294.7166596
USA,1957,Female,Age75_79,[75-79],7697,8.1367937,,511.4285714
USA,1957,Female,Age80_84,[80-84],7132,8.05830179,,841.0377359
USA,1957,Female,Age85_over,[85+],6831,7.22047227,,1382.793522
USA,1957,Female,Age_unknown,[Unknown],32,8.04020101,,
USA,1958,All,Age_all,[All],87732,5.32391197,49.50288644,50.61850912
USA,1958,All,Age00,[0],1,0.00087882,,0.02473411
USA,1958,All,Age01_04,[1-4],3,0.01708331,,0.01907911
USA,1958,All,Age05_09,[5-9],2,0.02314547,,0.01120511
USA,1958,All,Age10_14,[10-14],5,0.0725058,,0.03231435
USA,1958,All,Age15_19,[15-19],25,0.22174916,,0.20285622
USA,1958,All,Age20_24,[20-24],65,0.49591821,,0.62783734
USA,1958,All,Age25_29,[25-29],164,1.14413283,,1.47880974
USA,1958,All,Age30_34,[30-34],406,2.04194538,,3.34679746
USA,1958,All,Age35_39,[35-39],872,3.05782516,,7.13350785
USA,1958,All,Age40_44,[40-44],1542,3.67335271,,13.57274888
USA,1958,All,Age45_49,[45-49],2656,4.28069497,,25.04242881
USA,1958,All,Age50_54,[50-54],4160,4.7570584,,45.04602057
USA,1958,All,Age55_59,[55-59],5810,5.12016074,,71.63995068
USA,1958,All,Age60_64,[60-64],7991,5.33070945,,113.7023335
USA,1958,All,Age65_69,[65-69],11455,5.94768323,,189.6209237
USA,1958,All,Age70_74,[70-74],13494,6.35747736,,299.0028806
USA,1958,All,Age75_79,[75-79],14359,6.93691605,,505.4206265
USA,1958,All,Age80_84,[80-84],12831,7.28297517,,846.3720317
USA,1958,All,Age85_over,[85+],11842,6.95606203,,1376.976744
USA,1958,All,Age_unknown,[Unknown],49,6.35538262,,
USA,1958,Male,Age_all,[All],39014,4.16462958,48.0139987,45.67367916
USA,1958,Male,Age00,[0],1,0.00153652,,0.04861449
USA,1958,Male,Age01_04,[1-4],1,0.01047889,,0.01250156
USA,1958,Male,Age05_09,[5-9],2,0.03955696,,0.02202886
USA,1958,Male,Age10_14,[10-14],3,0.06839945,,0.03810492
USA,1958,Male,Age15_19,[15-19],10,0.12615113,,0.1621534
USA,1958,Male,Age20_24,[20-24],34,0.3642597,,0.68040824
USA,1958,Male,Age25_29,[25-29],79,0.85175202,,1.45167218
USA,1958,Male,Age30_34,[30-34],202,1.66873193,,3.40468566
USA,1958,Male,Age35_39,[35-39],429,2.50379363,,7.20040282
USA,1958,Male,Age40_44,[40-44],782,3.02012127,,14.03193971
USA,1958,Male,Age45_49,[45-49],1356,3.48120764,,25.95215311
USA,1958,Male,Age50_54,[50-54],2138,3.77438432,,46.89624918
USA,1958,Male,Age55_59,[55-59],2960,4.02255895,,74.40925088
USA,1958,Male,Age60_64,[60-64],4014,4.20887071,,118.9685833
USA,1958,Male,Age65_69,[65-69],5557,4.70828462,,194.9140652
USA,1958,Male,Age70_74,[70-74],6178,5.06900343,,295.1743908
USA,1958,Male,Age75_79,[75-79],6047,5.51522227,,473.9028213
USA,1958,Male,Age80_84,[80-84],4995,5.88651229,,776.8273717
USA,1958,Male,Age85_over,[85+],4209,5.87299594,,1223.546512
USA,1958,Male,Age_unknown,[Unknown],17,3.87243736,,
USA,1958,Female,Age_all,[All],48718,6.85115287,50.44525463,55.42371532
USA,1958,Female,Age00,[0],0,0,,0
USA,1958,Female,Age01_04,[1-4],2,0.02494388,,0.02588997
USA,1958,Female,Age05_09,[5-9],0,0,,0
USA,1958,Female,Age10_14,[10-14],2,0.07968127,,0.02631579
USA,1958,Female,Age15_19,[15-19],15,0.44816253,,0.24362514
USA,1958,Female,Age20_24,[20-24],31,0.82162735,,0.57879014
USA,1958,Female,Age25_29,[25-29],85,1.68017395,,1.50495751
USA,1958,Female,Age30_34,[30-34],204,2.62278221,,3.29138432
USA,1958,Female,Age35_39,[35-39],443,3.89176843,,7.06990105
USA,1958,Female,Age40_44,[40-44],760,4.72489897,,13.13061507
USA,1958,Female,Age45_49,[45-49],1300,5.62916775,,24.15907824
USA,1958,Female,Age50_54,[50-54],2022,6.56408259,,43.24208725
USA,1958,Female,Age55_59,[55-59],2850,7.14500602,,68.97386254
USA,1958,Female,Age60_64,[60-64],3977,7.29256441,,108.8396278
USA,1958,Female,Age65_69,[65-69],5898,7.90934692,,184.8902821
USA,1958,Female,Age70_74,[70-74],7316,8.09506949,,302.3140496
USA,1958,Female,Age75_79,[75-79],8312,8.53808859,,531.1182109
USA,1958,Female,Age80_84,[80-84],7836,8.58053283,,897.5945017
USA,1958,Female,Age85_over,[85+],7633,7.74349974,,1479.263566
USA,1958,Female,Age_unknown,[Unknown],32,9.63855422,,
USA,1959,All,Age_all,[All],81278,4.90568042,44.71853628,46.04646683
USA,1959,All,Age00,[0],3,0.00267838,,0.07361963
USA,1959,All,Age01_04,[1-4],0,0,,0
USA,1959,All,Age05_09,[5-9],1,0.01107665,,0.00547226
USA,1959,All,Age10_14,[10-14],7,0.09456904,,0.04331415
USA,1959,All,Age15_19,[15-19],14,0.11734138,,0.10883931
USA,1959,All,Age20_24,[20-24],69,0.51735773,,0.6489842
USA,1959,All,Age25_29,[25-29],163,1.15734166,,1.49719849
USA,1959,All,Age30_34,[30-34],421,2.13337387,,3.50833333
USA,1959,All,Age35_39,[35-39],818,2.87249359,,6.61491186
USA,1959,All,Age40_44,[40-44],1443,3.47133681,,12.58064516
USA,1959,All,Age45_49,[45-49],2390,3.8213098,,22.22635544
USA,1959,All,Age50_54,[50-54],3689,4.2149884,,39.08667091
USA,1959,All,Age55_59,[55-59],5183,4.51107533,,62.54374321
USA,1959,All,Age60_64,[60-64],7174,4.84395889,,101.3849633
USA,1959,All,Age65_69,[65-69],10160,5.30448584,,165.1227044
USA,1959,All,Age70_74,[70-74],12611,5.88594952,,271.3793846
USA,1959,All,Age75_79,[75-79],13514,6.41922061,,455.9379217
USA,1959,All,Age80_84,[80-84],11997,6.75502953,,771.0154242
USA,1959,All,Age85_over,[85+],11568,6.63420677,,1288.195991
USA,1959,All,Age_unknown,[Unknown],53,6.79487179,,
USA,1959,Male,Age_all,[All],36395,3.85913086,43.9397902,41.84824478
USA,1959,Male,Age00,[0],1,0.00155543,,0.04830918
USA,1959,Male,Age01_04,[1-4],0,0,,0
USA,1959,Male,Age05_09,[5-9],0,0,,0
USA,1959,Male,Age10_14,[10-14],4,0.08338545,,0.04866772
USA,1959,Male,Age15_19,[15-19],7,0.08310578,,0.10852713
USA,1959,Male,Age20_24,[20-24],42,0.44378698,,0.8126935
USA,1959,Male,Age25_29,[25-29],92,1.00054377,,1.72091283
USA,1959,Male,Age30_34,[30-34],201,1.66915795,,3.42477424
USA,1959,Male,Age35_39,[35-39],407,2.3671048,,6.75518672
USA,1959,Male,Age40_44,[40-44],739,2.88367737,,13.15648923
USA,1959,Male,Age45_49,[45-49],1289,3.24578853,,24.35291895
USA,1959,Male,Age50_54,[50-54],1947,3.41542995,,41.85296647
USA,1959,Male,Age55_59,[55-59],2728,3.6410715,,67.19211823
USA,1959,Male,Age60_64,[60-64],3736,3.95528077,,110.3692762
USA,1959,Male,Age65_69,[65-69],4914,4.18219885,,170.0346021
USA,1959,Male,Age70_74,[70-74],5780,4.67251944,,269.0875233
USA,1959,Male,Age75_79,[75-79],5702,5.12019252,,430.3396226
USA,1959,Male,Age80_84,[80-84],4678,5.49106147,,710.9422492
USA,1959,Male,Age85_over,[85+],4103,5.62601983,,1155.774648
USA,1959,Male,Age_unknown,[Unknown],25,5.26315789,,
USA,1959,Female,Age_all,[All],44883,6.28854771,45.04470176,50.1239614
USA,1959,Female,Age00,[0],2,0.00419138,,0.09975062
USA,1959,Female,Age01_04,[1-4],0,0,,0
USA,1959,Female,Age05_09,[5-9],1,0.0270636,,0.01113462
USA,1959,Female,Age10_14,[10-14],3,0.11516315,,0.03777386
USA,1959,Female,Age15_19,[15-19],7,0.1995439,,0.10915328
USA,1959,Female,Age20_24,[20-24],27,0.697134,,0.49414348
USA,1959,Female,Age25_29,[25-29],71,1.45223972,,1.28135716
USA,1959,Female,Age30_34,[30-34],220,2.8601144,,3.58832164
USA,1959,Female,Age35_39,[35-39],411,3.64264823,,6.4816275
USA,1959,Female,Age40_44,[40-44],704,4.41600803,,12.02801982
USA,1959,Female,Age45_49,[45-49],1101,4.82239061,,20.16483517
USA,1959,Female,Age50_54,[50-54],1742,5.70866787,,36.397827
USA,1959,Female,Age55_59,[55-59],2455,6.14179926,,58.07901585
USA,1959,Female,Age60_64,[60-64],3438,6.40867912,,93.14548903
USA,1959,Female,Age65_69,[65-69],5246,7.08555066,,160.7722954
USA,1959,Female,Age70_74,[70-74],6831,7.54356517,,273.3493397
USA,1959,Female,Age75_79,[75-79],7812,7.87809724,,476.6320927
USA,1959,Female,Age80_84,[80-84],7319,7.92030993,,815.0334076
USA,1959,Female,Age85_over,[85+],7465,7.35902997,,1374.769797
USA,1959,Female,Age_unknown,[Unknown],28,9.18032787,,
USA,1960,All,Age_all,[All],78970,4.61278214,42.53904722,44.03780437
USA,1960,All,Age00,[0],1,0.00090193,,0.02431966
USA,1960,All,Age01_04,[1-4],3,0.01696641,,0.01850835
USA,1960,All,Age05_09,[5-9],7,0.07639419,,0.03744958
USA,1960,All,Age10_14,[10-14],3,0.04068348,,0.01788535
USA,1960,All,Age15_19,[15-19],18,0.14772261,,0.13616455
USA,1960,All,Age20_24,[20-24],60,0.44950554,,0.55551955
USA,1960,All,Age25_29,[25-29],141,0.99197974,,1.29725552
USA,1960,All,Age30_34,[30-34],353,1.83854167,,2.95417266
USA,1960,All,Age35_39,[35-39],832,2.85312575,,6.66607911
USA,1960,All,Age40_44,[40-44],1486,3.46048158,,12.81001353
USA,1960,All,Age45_49,[45-49],2300,3.57792885,,21.14067742
USA,1960,All,Age50_54,[50-54],3512,3.87667921,,36.56086364
USA,1960,All,Age55_59,[55-59],5011,4.2919668,,59.44387767
USA,1960,All,Age60_64,[60-64],7045,4.59125153,,98.63631272
USA,1960,All,Age65_69,[65-69],9922,5.04666718,,158.5515908
USA,1960,All,Age70_74,[70-74],12295,5.49602829,,259.4483952
USA,1960,All,Age75_79,[75-79],13115,5.96195983,,429.507123
USA,1960,All,Age80_84,[80-84],11538,6.22897895,,730.299386
USA,1960,All,Age85_over,[85+],11288,6.11729512,,1214.677714
USA,1960,All,Age_unknown,[Unknown],40,5.55555556,,
USA,1960,Male,Age_all,[All],35242,3.6121634,41.87314446,39.89743183
USA,1960,Male,Age00,[0],1,0.00156406,,0.04784918
USA,1960,Male,Age01_04,[1-4],2,0.02031694,,0.02427243
USA,1960,Male,Age05_09,[5-9],4,0.07476636,,0.04208577
USA,1960,Male,Age10_14,[10-14],0,0,,0
USA,1960,Male,Age15_19,[15-19],9,0.10429946,,0.13567089
USA,1960,Male,Age20_24,[20-24],36,0.37986705,,0.68281395
USA,1960,Male,Age25_29,[25-29],71,0.76516866,,1.33130824
USA,1960,Male,Age30_34,[30-34],181,1.54292047,,3.09602819
USA,1960,Male,Age35_39,[35-39],422,2.39854496,,6.94136031
USA,1960,Male,Age40_44,[40-44],779,2.96942899,,13.72469564
USA,1960,Male,Age45_49,[45-49],1210,2.96394278,,22.58347487
USA,1960,Male,Age50_54,[50-54],1866,3.14586284,,39.41032356
USA,1960,Male,Age55_59,[55-59],2659,3.47545355,,64.4262454
USA,1960,Male,Age60_64,[60-64],3529,3.6175949,,103.5109847
USA,1960,Male,Age65_69,[65-69],4899,4.03774829,,167.1386169
USA,1960,Male,Age70_74,[70-74],5585,4.29271967,,255.583013
USA,1960,Male,Age75_79,[75-79],5493,4.68938081,,404.0753274
USA,1960,Male,Age80_84,[80-84],4454,5.00865888,,669.6737333
USA,1960,Male,Age85_over,[85+],4027,5.24670045,,1111.509799
USA,1960,Male,Age_unknown,[Unknown],15,3.43249428,,
USA,1960,Female,Age_all,[All],43728,5.93860938,42.79793541,48.05713049
USA,1960,Female,Age00,[0],0,0,,0
USA,1960,Female,Age01_04,[1-4],1,0.01275836,,0.01254847
USA,1960,Female,Age05_09,[5-9],3,0.07867821,,0.03265342
USA,1960,Female,Age10_14,[10-14],3,0.11169025,,0.03636716
USA,1960,Female,Age15_19,[15-19],9,0.25309336,,0.13666181
USA,1960,Female,Age20_24,[20-24],24,0.61999483,,0.43412199
USA,1960,Female,Age25_29,[25-29],70,1.41843972,,1.26445087
USA,1960,Female,Age30_34,[30-34],172,2.30285179,,2.81828609
USA,1960,Female,Age35_39,[35-39],410,3.54456644,,6.40464884
USA,1960,Female,Age40_44,[40-44],707,4.23150587,,11.93369793
USA,1960,Female,Age45_49,[45-49],1090,4.64640437,,19.74065488
USA,1960,Female,Age50_54,[50-54],1646,5.26265307,,33.79113547
USA,1960,Female,Age55_59,[55-59],2352,5.84420425,,54.66462139
USA,1960,Female,Age60_64,[60-64],3516,6.29059095,,94.18445796
USA,1960,Female,Age65_69,[65-69],5023,6.67286616,,150.9859324
USA,1960,Female,Age70_74,[70-74],6710,7.16857366,,262.7560011
USA,1960,Female,Age75_79,[75-79],7622,7.41144096,,449.9144088
USA,1960,Female,Age80_84,[80-84],7084,7.35579669,,774.376913
USA,1960,Female,Age85_over,[85+],7261,6.73730897,,1280.599647
USA,1960,Female,Age_unknown,[Unknown],25,8.83392226,,
USA,1961,All,Age_all,[All],75467,4.43526443,39.47540439,41.22595694
USA,1961,All,Age00,[0],1,0.0009263,,0.02351834
USA,1961,All,Age01_04,[1-4],1,0.00601359,,0.0060957
USA,1961,All,Age05_09,[5-9],4,0.04553734,,0.02075442
USA,1961,All,Age10_14,[10-14],7,0.09378349,,0.0394544
USA,1961,All,Age15_19,[15-19],13,0.1081171,,0.09467628
USA,1961,All,Age20_24,[20-24],45,0.33382789,,0.40365985
USA,1961,All,Age25_29,[25-29],120,0.88482525,,1.11659068
USA,1961,All,Age30_34,[30-34],355,1.90053001,,3.03082046
USA,1961,All,Age35_39,[35-39],755,2.64013708,,6.04967949
USA,1961,All,Age40_44,[40-44],1373,3.23180491,,11.61688806
USA,1961,All,Age45_49,[45-49],2103,3.34936612,,19.05063865
USA,1961,All,Age50_54,[50-54],3394,3.77295567,,34.49186992
USA,1961,All,Age55_59,[55-59],4515,3.95393642,,52.47559275
USA,1961,All,Age60_64,[60-64],6770,4.47514543,,93.34068661
USA,1961,All,Age65_69,[65-69],9149,4.69335932,,145.6383317
USA,1961,All,Age70_74,[70-74],11498,5.20339773,,235.2291326
USA,1961,All,Age75_79,[75-79],12580,5.69011918,,393.125
USA,1961,All,Age80_84,[80-84],11398,6.10239909,,680.0715991
USA,1961,All,Age85_over,[85+],11352,5.99762251,,1176.373057
USA,1961,All,Age_unknown,[Unknown],34,5.62913907,,
USA,1961,Male,Age_all,[All],33369,3.45139306,38.71960345,37.03222799
USA,1961,Male,Age00,[0],0,0,,0
USA,1961,Male,Age01_04,[1-4],1,0.0108885,,0.01199472
USA,1961,Male,Age05_09,[5-9],0,0,,0
USA,1961,Male,Age10_14,[10-14],2,0.04199034,,0.02216803
USA,1961,Male,Age15_19,[15-19],10,0.11785504,,0.14509576
USA,1961,Male,Age20_24,[20-24],24,0.24932475,,0.44028619
USA,1961,Male,Age25_29,[25-29],69,0.78036643,,1.30632336
USA,1961,Male,Age30_34,[30-34],174,1.52578043,,3.0334728
USA,1961,Male,Age35_39,[35-39],396,2.30406703,,6.51101611
USA,1961,Male,Age40_44,[40-44],707,2.69764957,,12.25728155
USA,1961,Male,Age45_49,[45-49],1089,2.74784891,,20.08483954
USA,1961,Male,Age50_54,[50-54],1764,3.01899709,,36.46888567
USA,1961,Male,Age55_59,[55-59],2459,3.27277567,,58.49191246
USA,1961,Male,Age60_64,[60-64],3411,3.53812482,,98.64083285
USA,1961,Male,Age65_69,[65-69],4415,3.66660853,,151.2504282
USA,1961,Male,Age70_74,[70-74],5185,4.06794288,,232.1988357
USA,1961,Male,Age75_79,[75-79],5307,4.50249432,,374.2595205
USA,1961,Male,Age80_84,[80-84],4405,4.91887486,,626.6002845
USA,1961,Male,Age85_over,[85+],3936,5.00521376,,1046.808511
USA,1961,Male,Age_unknown,[Unknown],15,4.20168067,,
USA,1961,Female,Age_all,[All],42098,5.7299968,39.79339927,45.29150394
USA,1961,Female,Age00,[0],1,0.00218169,,0.04803074
USA,1961,Female,Age01_04,[1-4],0,0,,0
USA,1961,Female,Age05_09,[5-9],4,0.10911075,,0.04222081
USA,1961,Female,Age10_14,[10-14],5,0.18511662,,0.05733945
USA,1961,Female,Age15_19,[15-19],3,0.08476971,,0.04386606
USA,1961,Female,Age20_24,[20-24],21,0.54488843,,0.36861506
USA,1961,Female,Age25_29,[25-29],51,1.08050847,,0.93321134
USA,1961,Female,Age30_34,[30-34],181,2.48797251,,3.02827505
USA,1961,Female,Age35_39,[35-39],359,3.14636284,,5.61112848
USA,1961,Female,Age40_44,[40-44],666,4.09191448,,11.00644522
USA,1961,Female,Age45_49,[45-49],1014,4.37880554,,18.05234111
USA,1961,Female,Age50_54,[50-54],1630,5.1703356,,32.58045173
USA,1961,Female,Age55_59,[55-59],2056,5.26437076,,46.72727273
USA,1961,Female,Age60_64,[60-64],3359,6.12140761,,88.51119895
USA,1961,Female,Age65_69,[65-69],4734,6.35231603,,140.7671722
USA,1961,Female,Age70_74,[70-74],6313,6.75107741,,237.7777778
USA,1961,Female,Age75_79,[75-79],7273,7.04631989,,408.1369248
USA,1961,Female,Age80_84,[80-84],6993,7.19252052,,718.705036
USA,1961,Female,Age85_over,[85+],7416,6.70300171,,1259.083192
USA,1961,Female,Age_unknown,[Unknown],19,7.69230769,,
USA,1962,All,Age_all,[All],74673,4.25070586,38.29140636,40.17074706
USA,1962,All,Age00,[0],0,0,,0
USA,1962,All,Age01_04,[1-4],1,0.00615233,,0.00602954
USA,1962,All,Age05_09,[5-9],2,0.02232143,,0.01013428
USA,1962,All,Age10_14,[10-14],8,0.10738255,,0.04517477
USA,1962,All,Age15_19,[15-19],15,0.11540237,,0.10094213
USA,1962,All,Age20_24,[20-24],64,0.44608629,,0.55258159
USA,1962,All,Age25_29,[25-29],157,1.13982866,,1.46318733
USA,1962,All,Age30_34,[30-34],328,1.77096269,,2.85192592
USA,1962,All,Age35_39,[35-39],810,2.76299632,,6.52857258
USA,1962,All,Age40_44,[40-44],1349,3.09965304,,11.22482942
USA,1962,All,Age45_49,[45-49],2125,3.31363346,,19.09597412
USA,1962,All,Age50_54,[50-54],3302,3.55776794,,32.88189604
USA,1962,All,Age55_59,[55-59],4305,3.62468321,,49.27884615
USA,1962,All,Age60_64,[60-64],6373,4.13551887,,86.30823402
USA,1962,All,Age65_69,[65-69],8927,4.48446487,,142.4445508
USA,1962,All,Age70_74,[70-74],11278,4.92547156,,225.56
USA,1962,All,Age75_79,[75-79],12501,5.41560349,,377.9020556
USA,1962,All,Age80_84,[80-84],11514,5.88548003,,656.8168853
USA,1962,All,Age85_over,[85+],11586,5.75836344,,1179.837067
USA,1962,All,Age_unknown,[Unknown],28,4.83592401,,
USA,1962,Male,Age_all,[All],32950,3.31226019,37.66968499,36.04283573
USA,1962,Male,Age00,[0],0,0,,0
USA,1962,Male,Age01_04,[1-4],0,0,,0
USA,1962,Male,Age05_09,[5-9],1,0.01943635,,0.00997009
USA,1962,Male,Age10_14,[10-14],1,0.02095118,,0.01110248
USA,1962,Male,Age15_19,[15-19],8,0.08768084,,0.10715242
USA,1962,Male,Age20_24,[20-24],31,0.30541872,,0.54847841
USA,1962,Male,Age25_29,[25-29],86,0.96390944,,1.62909642
USA,1962,Male,Age30_34,[30-34],171,1.50567932,,3.03245256
USA,1962,Male,Age35_39,[35-39],411,2.33522727,,6.79226574
USA,1962,Male,Age40_44,[40-44],718,2.69955258,,12.26511787
USA,1962,Male,Age45_49,[45-49],1174,2.90356887,,21.52548588
USA,1962,Male,Age50_54,[50-54],1830,3.0310057,,37.17245582
